Min Memory (MB),Max Memory (MB),Average Memory (MB),Median Memory (MB),Standard Deviation (MB),Total Runtime (seconds)
1.9269866943359375,7.2613525390625,4.022079948055239,3.9168853759765625,0.8710360572004004,29.061
