Timestamp_ms,CPU_Usage,Memory_MB
1739977628578,0.0,98.75
1739977628584,196.1,98.75
1739977628589,0.0,98.75
1739977628594,393.1,98.75
1739977628599,0.0,98.75
1739977628604,0.0,98.75
1739977628610,196.1,98.75
1739977628615,0.0,98.75
1739977628620,197.1,98.75
1739977628625,0.0,98.75
1739977628631,196.9,98.75
1739977628636,0.0,98.75
1739977628641,196.7,98.75
1739977628646,0.0,98.75
1739977628651,196.6,98.75
1739977628657,196.5,98.75
1739977628662,0.0,98.75
1739977628667,197.0,98.75
1739977628672,0.0,98.75
1739977628677,0.0,98.75
1739977628683,196.4,98.75
1739977628688,0.0,98.75
1739977628693,196.9,98.75
1739977628698,196.9,98.75
1739977628704,196.0,98.75
1739977628709,0.0,98.75
1739977628714,0.0,98.75
1739977628719,197.2,98.75
1739977628724,0.0,98.75
1739977628729,196.4,98.75
1739977628735,0.0,98.75
1739977628740,196.2,98.75
1739977628745,0.0,98.75
1739977628750,0.0,98.75
1739977628756,392.5,98.75
1739977628761,0.0,98.75
1739977628766,195.6,98.75
1739977628771,0.0,98.75
1739977628777,196.0,98.75
1739977628782,0.0,98.75
1739977628787,196.1,98.75
1739977628792,0.0,98.75
1739977628798,0.0,98.75
1739977628803,196.5,98.75
1739977628808,196.7,98.75
1739977628813,0.0,98.75
1739977628819,196.5,98.75
1739977628824,0.0,98.75
1739977628829,196.5,98.75
1739977628834,0.0,98.75
1739977628840,196.5,98.75
1739977628845,0.0,98.75
1739977628850,196.3,98.75
1739977628855,0.0,98.75
1739977628861,196.0,98.75
1739977628866,0.0,98.75
1739977628871,0.0,98.75
1739977628876,196.3,98.75
1739977628882,196.9,98.75
1739977628887,196.2,98.75
1739977628892,0.0,98.75
1739977628897,0.0,98.75
1739977628902,197.0,98.75
1739977628908,0.0,98.75
1739977628913,195.9,98.75
1739977628918,197.0,98.75
1739977628923,195.2,98.75
1739977628929,0.0,98.75
1739977628934,0.0,98.75
1739977628939,196.7,98.75
1739977628945,196.0,98.75
1739977628950,0.0,98.75
1739977628955,0.0,98.75
1739977628960,196.8,98.75
1739977628966,0.0,98.75
1739977628971,196.1,98.75
1739977628976,196.1,98.75
1739977628981,0.0,98.75
1739977628986,196.0,98.75
1739977628992,0.0,98.75
1739977628997,0.0,98.75
1739977629002,196.9,98.75
1739977629007,0.0,98.75
1739977629013,197.2,98.75
1739977629018,0.0,98.75
1739977629023,196.8,98.75
1739977629028,0.0,98.75
1739977629033,197.2,9.36
1739977629038,0.0,7.75
1739977629043,197.2,7.75
1739977629049,198.0,7.75
1739977629054,0.0,7.75
1739977629059,196.2,7.88
1739977629064,0.0,7.88
1739977629069,0.0,7.88
1739977629075,0.0,7.88
1739977629080,0.0,7.88
1739977629085,0.0,7.88
1739977629090,0.0,7.88
1739977629095,0.0,7.88
1739977629100,0.0,7.88
1739977629106,0.0,7.88
1739977629111,0.0,7.88
1739977629116,0.0,7.88
1739977629121,0.0,7.88
1739977629126,0.0,7.88
1739977629131,0.0,7.88
1739977629137,0.0,7.88
1739977629142,0.0,7.88
1739977629147,0.0,7.88
1739977629152,0.0,7.88
1739977629157,0.0,7.88
1739977629163,0.0,8.13
1739977629168,194.5,8.13
1739977629174,196.9,8.13
1739977629179,0.0,8.13
1739977629184,196.5,8.13
1739977629189,0.0,8.13
1739977629194,197.0,8.13
1739977629200,196.7,8.13
1739977629205,196.3,8.13
1739977629210,0.0,8.13
1739977629215,0.0,8.13
1739977629221,0.0,8.13
1739977629226,0.0,8.13
1739977629231,0.0,8.13
1739977629236,0.0,8.13
1739977629241,0.0,8.13
1739977629247,0.0,8.13
1739977629252,0.0,8.13
1739977629257,0.0,8.13
1739977629262,0.0,8.13
1739977629268,0.0,8.13
1739977629273,0.0,8.13
1739977629278,0.0,8.13
1739977629283,0.0,8.13
1739977629289,0.0,8.13
1739977629294,0.0,8.13
1739977629299,0.0,8.13
1739977629304,0.0,8.13
1739977629309,0.0,8.13
1739977629315,0.0,8.13
1739977629321,0.0,8.13
1739977629326,0.0,8.13
1739977629331,0.0,8.13
1739977629336,0.0,8.13
1739977629341,0.0,8.13
1739977629346,0.0,8.13
1739977629352,0.0,8.13
1739977629357,0.0,8.13
1739977629362,0.0,8.13
1739977629367,0.0,8.13
1739977629373,0.0,8.13
1739977629379,0.0,8.13
1739977629384,0.0,8.13
1739977629389,0.0,8.13
1739977629394,0.0,8.13
1739977629400,0.0,8.13
1739977629405,0.0,8.13
1739977629410,0.0,8.13
1739977629415,0.0,8.13
1739977629420,0.0,8.13
1739977629426,0.0,8.13
1739977629431,0.0,8.13
1739977629436,0.0,8.13
1739977629442,0.0,8.13
1739977629448,0.0,8.13
1739977629453,0.0,8.13
1739977629459,0.0,8.13
1739977629464,0.0,8.13
1739977629470,0.0,8.13
1739977629475,0.0,8.13
1739977629480,0.0,8.13
1739977629485,0.0,8.13
1739977629490,0.0,8.13
1739977629495,0.0,8.13
1739977629501,0.0,8.13
1739977629506,0.0,8.13
1739977629511,0.0,8.13
1739977629517,0.0,8.13
1739977629522,0.0,8.13
1739977629528,0.0,8.13
1739977629533,0.0,8.13
1739977629539,0.0,8.13
1739977629545,0.0,8.13
1739977629550,0.0,8.13
1739977629555,0.0,8.13
1739977629560,0.0,8.13
1739977629565,0.0,8.13
1739977629570,0.0,8.13
1739977629576,0.0,8.13
1739977629581,0.0,8.13
1739977629587,0.0,8.13
1739977629592,0.0,8.13
1739977629598,0.0,8.13
1739977629603,0.0,8.13
1739977629609,0.0,8.13
1739977629615,0.0,8.13
1739977629620,0.0,8.13
1739977629626,0.0,8.13
1739977629632,0.0,8.13
1739977629637,0.0,8.13
1739977629643,0.0,8.13
1739977629649,0.0,8.13
1739977629654,0.0,8.13
1739977629660,0.0,8.13
1739977629666,0.0,8.13
1739977629671,0.0,8.13
1739977629677,0.0,8.13
1739977629683,0.0,8.13
1739977629688,0.0,8.13
1739977629694,0.0,8.13
1739977629699,0.0,8.13
1739977629705,0.0,8.13
1739977629710,0.0,8.13
1739977629715,0.0,8.13
1739977629721,0.0,8.13
1739977629726,0.0,8.13
1739977629732,0.0,8.13
1739977629738,0.0,8.13
1739977629743,0.0,8.13
1739977629749,0.0,8.13
1739977629755,0.0,8.13
1739977629760,0.0,8.13
1739977629766,0.0,8.13
1739977629771,0.0,8.13
1739977629776,0.0,8.13
1739977629782,0.0,8.13
1739977629787,0.0,8.13
1739977629792,0.0,8.13
1739977629797,0.0,8.13
1739977629802,0.0,8.13
1739977629808,0.0,8.13
1739977629813,0.0,8.13
1739977629818,0.0,8.13
1739977629823,0.0,8.13
1739977629829,0.0,8.13
1739977629834,0.0,8.13
1739977629839,0.0,8.13
1739977629845,0.0,8.13
1739977629850,0.0,8.13
1739977629855,0.0,8.13
1739977629860,0.0,8.13
1739977629866,0.0,8.13
1739977629871,0.0,8.13
1739977629877,0.0,8.13
1739977629883,0.0,8.13
1739977629888,0.0,8.13
1739977629894,0.0,8.13
1739977629900,0.0,8.13
1739977629905,0.0,8.13
1739977629910,0.0,8.13
1739977629915,0.0,8.13
1739977629921,0.0,8.13
1739977629926,0.0,8.13
1739977629932,0.0,8.13
1739977629938,0.0,8.13
1739977629943,0.0,8.13
1739977629948,0.0,8.13
1739977629954,0.0,8.13
1739977629959,0.0,8.13
1739977629965,0.0,8.13
1739977629970,0.0,8.13
1739977629976,0.0,8.13
1739977629982,0.0,8.13
1739977629987,0.0,8.13
1739977629993,0.0,8.13
1739977629998,0.0,8.13
1739977630004,0.0,8.13
1739977630010,0.0,8.13
1739977630015,0.0,8.13
1739977630021,0.0,8.13
1739977630027,0.0,8.13
1739977630032,0.0,8.13
1739977630038,0.0,8.13
1739977630043,0.0,8.13
1739977630049,0.0,8.13
1739977630054,0.0,8.13
1739977630060,0.0,8.13
1739977630066,0.0,8.13
1739977630071,0.0,8.13
1739977630077,0.0,8.13
1739977630083,0.0,8.13
1739977630088,0.0,8.13
1739977630093,0.0,8.13
1739977630099,0.0,8.13
1739977630104,0.0,8.13
1739977630109,0.0,8.13
1739977630114,0.0,8.13
1739977630119,0.0,8.13
1739977630125,0.0,8.13
1739977630130,0.0,8.13
1739977630135,0.0,8.13
1739977630141,0.0,8.13
1739977630146,0.0,8.13
1739977630152,0.0,8.13
1739977630157,0.0,8.13
1739977630163,0.0,8.13
1739977630168,0.0,8.13
1739977630174,0.0,8.13
1739977630180,0.0,8.13
1739977630185,0.0,8.13
1739977630191,0.0,8.13
1739977630197,0.0,8.13
1739977630202,0.0,8.13
1739977630208,0.0,8.13
1739977630213,0.0,8.13
1739977630219,0.0,8.13
1739977630224,0.0,8.13
1739977630229,0.0,8.13
1739977630234,0.0,8.13
1739977630240,0.0,8.13
1739977630246,0.0,8.13
1739977630251,0.0,8.13
1739977630257,0.0,8.13
1739977630262,0.0,8.13
1739977630268,0.0,8.13
1739977630273,0.0,8.13
1739977630278,0.0,8.13
1739977630283,0.0,8.13
1739977630288,0.0,8.13
1739977630294,0.0,8.13
1739977630299,0.0,8.13
1739977630304,0.0,8.13
1739977630309,0.0,8.13
1739977630315,0.0,8.13
1739977630320,0.0,8.13
1739977630325,0.0,8.13
1739977630330,0.0,8.13
1739977630335,0.0,8.13
1739977630341,0.0,8.13
1739977630346,0.0,8.13
1739977630351,0.0,8.13
1739977630356,0.0,8.13
1739977630361,0.0,8.13
1739977630367,0.0,8.13
1739977630372,0.0,8.13
1739977630377,0.0,8.13
1739977630382,0.0,8.13
1739977630387,0.0,8.13
1739977630393,0.0,8.13
1739977630398,0.0,8.13
1739977630403,0.0,8.13
1739977630408,0.0,8.13
1739977630413,0.0,8.13
1739977630419,0.0,8.13
1739977630424,0.0,8.13
1739977630429,0.0,8.13
1739977630434,0.0,8.13
1739977630439,0.0,8.13
1739977630444,0.0,8.13
1739977630450,0.0,8.13
1739977630455,0.0,8.13
1739977630460,0.0,8.13
1739977630465,0.0,8.13
1739977630470,0.0,8.13
1739977630476,0.0,8.13
1739977630481,0.0,8.13
1739977630486,0.0,8.13
1739977630491,0.0,8.13
1739977630497,0.0,8.13
1739977630503,0.0,8.13
1739977630508,0.0,8.13
1739977630513,0.0,8.13
1739977630518,0.0,8.13
1739977630524,0.0,8.13
1739977630529,0.0,8.13
1739977630534,0.0,8.13
1739977630539,0.0,8.13
1739977630544,0.0,8.13
1739977630550,0.0,8.13
1739977630555,0.0,8.13
1739977630560,0.0,8.13
1739977630565,0.0,8.13
1739977630570,0.0,8.13
1739977630576,0.0,8.13
1739977630581,0.0,8.13
1739977630586,0.0,8.13
1739977630591,0.0,8.13
1739977630596,0.0,8.13
1739977630602,0.0,8.13
1739977630607,0.0,8.13
1739977630612,0.0,8.13
1739977630617,0.0,8.13
1739977630622,0.0,8.13
1739977630627,0.0,8.13
1739977630633,0.0,8.13
1739977630638,0.0,8.13
1739977630643,0.0,8.13
1739977630648,0.0,8.13
1739977630653,0.0,8.13
1739977630658,0.0,8.13
1739977630664,0.0,8.13
1739977630669,0.0,8.13
1739977630674,0.0,8.13
1739977630679,0.0,8.13
1739977630684,0.0,8.13
1739977630689,0.0,8.13
1739977630694,0.0,8.13
1739977630700,0.0,8.13
1739977630705,0.0,8.13
1739977630710,0.0,8.13
1739977630715,0.0,8.13
1739977630720,0.0,8.13
1739977630726,0.0,8.13
1739977630731,0.0,8.13
1739977630737,0.0,8.13
1739977630742,0.0,8.13
1739977630747,0.0,8.13
1739977630752,0.0,8.13
1739977630758,0.0,8.13
1739977630763,0.0,8.13
1739977630768,0.0,8.13
1739977630773,0.0,8.13
1739977630778,0.0,8.13
1739977630783,0.0,8.13
1739977630788,0.0,8.13
1739977630793,0.0,8.13
1739977630799,0.0,8.13
1739977630804,0.0,8.13
1739977630809,0.0,8.13
1739977630814,0.0,8.13
1739977630820,0.0,8.13
1739977630825,0.0,8.13
1739977630830,0.0,8.13
1739977630835,0.0,8.13
1739977630841,0.0,8.13
1739977630846,0.0,8.13
1739977630851,0.0,8.13
1739977630857,0.0,8.13
1739977630862,0.0,8.13
1739977630867,0.0,8.13
1739977630872,0.0,8.13
1739977630878,0.0,8.13
1739977630883,0.0,8.13
1739977630889,0.0,8.13
1739977630894,0.0,8.13
1739977630900,0.0,8.13
1739977630905,0.0,8.13
1739977630910,0.0,8.13
1739977630915,0.0,8.13
1739977630920,0.0,8.13
1739977630925,0.0,8.13
1739977630931,0.0,8.13
1739977630936,0.0,8.13
1739977630941,0.0,8.13
1739977630946,0.0,8.13
1739977630952,0.0,8.13
1739977630957,0.0,8.13
1739977630962,0.0,8.13
1739977630967,0.0,8.13
1739977630972,0.0,8.13
1739977630977,0.0,8.13
1739977630983,0.0,8.13
1739977630988,0.0,8.13
1739977630993,0.0,8.13
1739977630999,0.0,8.13
1739977631004,0.0,8.13
1739977631009,0.0,8.13
1739977631014,0.0,8.13
1739977631020,0.0,8.13
1739977631025,0.0,8.13
1739977631030,0.0,8.13
1739977631035,0.0,8.13
1739977631040,0.0,8.13
1739977631046,0.0,8.13
1739977631052,0.0,8.13
1739977631057,0.0,8.13
1739977631063,0.0,8.13
1739977631068,0.0,8.13
1739977631074,0.0,8.13
1739977631079,0.0,8.13
1739977631084,0.0,8.13
1739977631089,0.0,8.13
1739977631095,0.0,8.13
1739977631100,0.0,8.13
1739977631105,0.0,8.13
1739977631110,0.0,8.13
1739977631115,0.0,8.13
1739977631120,0.0,8.13
1739977631126,0.0,8.13
1739977631131,0.0,8.13
1739977631136,0.0,8.13
1739977631141,0.0,8.13
1739977631146,0.0,8.13
1739977631151,0.0,8.13
1739977631156,0.0,8.13
1739977631162,0.0,8.13
1739977631167,0.0,8.13
1739977631172,0.0,8.13
1739977631177,0.0,8.13
1739977631183,0.0,8.13
1739977631188,0.0,8.13
1739977631193,0.0,8.13
1739977631198,0.0,8.13
1739977631203,0.0,8.13
1739977631209,0.0,11.38
1739977631214,197.2,12.25
1739977631219,0.0,11.23
1739977631224,197.3,12.11
1739977631229,0.0,12.98
1739977631234,197.4,13.36
1739977631239,0.0,11.11
1739977631245,0.0,12.43
1739977631250,0.0,12.56
1739977631255,196.9,12.56
1739977631260,0.0,12.56
1739977631265,0.0,12.56
1739977631270,0.0,12.56
1739977631276,0.0,12.56
1739977631281,0.0,12.56
1739977631286,0.0,12.56
1739977631291,0.0,12.56
1739977631296,0.0,12.56
1739977631302,0.0,12.56
1739977631307,0.0,12.56
1739977631312,0.0,12.56
1739977631318,0.0,12.56
1739977631323,0.0,12.56
1739977631328,0.0,12.56
1739977631333,0.0,12.56
1739977631338,0.0,12.56
1739977631344,0.0,12.56
1739977631349,0.0,12.56
1739977631354,0.0,12.56
1739977631359,0.0,12.56
1739977631365,0.0,12.56
1739977631370,0.0,12.56
1739977631375,0.0,12.56
1739977631380,0.0,12.56
1739977631385,0.0,12.56
1739977631391,0.0,12.56
1739977631396,0.0,12.56
1739977631401,0.0,12.56
1739977631407,0.0,12.56
1739977631412,0.0,12.56
1739977631417,0.0,12.56
1739977631422,0.0,12.56
1739977631428,0.0,12.56
1739977631433,0.0,12.56
1739977631439,0.0,12.56
1739977631444,0.0,12.56
1739977631450,0.0,12.56
1739977631455,0.0,12.56
1739977631460,0.0,12.56
1739977631465,0.0,12.56
1739977631471,0.0,12.56
1739977631476,0.0,12.56
1739977631481,0.0,12.56
1739977631486,0.0,12.56
1739977631492,0.0,12.56
1739977631497,0.0,12.56
1739977631503,0.0,12.56
1739977631508,0.0,12.56
1739977631514,0.0,12.56
1739977631519,0.0,12.56
1739977631525,0.0,12.56
1739977631530,0.0,12.56
1739977631536,0.0,12.56
1739977631541,0.0,12.56
1739977631547,0.0,12.56
1739977631552,0.0,12.56
1739977631558,0.0,12.56
1739977631563,0.0,12.56
1739977631568,0.0,12.56
1739977631573,0.0,12.56
1739977631579,196.9,12.56
1739977631584,0.0,12.56
1739977631589,0.0,12.56
1739977631595,0.0,12.56
1739977631600,0.0,12.56
1739977631605,0.0,12.56
1739977631610,0.0,12.56
1739977631615,0.0,12.56
1739977631620,0.0,12.56
1739977631625,0.0,12.56
1739977631630,0.0,12.56
1739977631636,0.0,12.56
1739977631641,0.0,12.56
1739977631646,0.0,12.56
1739977631651,0.0,12.56
1739977631656,0.0,12.56
1739977631662,0.0,12.56
1739977631667,0.0,12.56
1739977631672,0.0,12.56
1739977631678,0.0,12.56
1739977631683,0.0,12.56
1739977631688,0.0,12.56
1739977631693,0.0,12.56
1739977631698,0.0,12.56
1739977631703,0.0,12.56
1739977631709,0.0,12.56
1739977631714,0.0,12.56
1739977631719,0.0,12.56
1739977631724,0.0,12.56
1739977631729,0.0,12.56
1739977631734,0.0,12.56
1739977631740,0.0,12.56
1739977631745,0.0,12.56
1739977631750,0.0,12.56
1739977631755,0.0,12.56
1739977631760,0.0,12.56
1739977631765,0.0,12.56
1739977631771,0.0,12.56
1739977631776,0.0,12.56
1739977631781,0.0,12.56
1739977631786,0.0,12.56
1739977631792,0.0,12.56
1739977631797,0.0,12.56
1739977631802,0.0,12.56
1739977631807,0.0,12.56
1739977631812,0.0,12.56
1739977631817,0.0,12.56
1739977631822,0.0,12.56
1739977631828,0.0,12.56
1739977631833,0.0,12.56
1739977631838,0.0,12.56
1739977631843,0.0,12.56
1739977631848,0.0,12.56
1739977631854,0.0,12.56
1739977631859,0.0,12.56
1739977631864,0.0,12.56
1739977631869,0.0,12.56
1739977631875,0.0,12.56
1739977631880,0.0,12.56
1739977631886,0.0,12.56
1739977631891,0.0,12.56
1739977631897,0.0,12.56
1739977631902,0.0,12.56
1739977631908,0.0,12.56
1739977631914,0.0,12.56
1739977631919,0.0,12.56
1739977631925,0.0,12.56
1739977631930,0.0,12.56
1739977631935,0.0,12.56
1739977631940,0.0,12.56
1739977631945,0.0,12.56
1739977631950,0.0,12.56
1739977631956,0.0,12.56
1739977631961,0.0,12.56
1739977631967,0.0,12.56
1739977631972,0.0,12.56
1739977631978,0.0,12.56
1739977631984,0.0,12.56
1739977631989,0.0,12.56
1739977631995,0.0,12.56
1739977632000,0.0,12.56
1739977632005,0.0,12.56
1739977632011,0.0,12.56
1739977632016,0.0,12.56
1739977632022,0.0,12.56
1739977632027,0.0,12.56
1739977632033,0.0,12.56
1739977632039,0.0,12.56
1739977632044,0.0,12.56
1739977632050,0.0,12.56
1739977632055,0.0,12.56
1739977632061,0.0,12.56
1739977632066,0.0,12.56
1739977632071,0.0,12.56
1739977632076,0.0,12.56
1739977632081,0.0,12.56
1739977632086,0.0,12.56
1739977632092,0.0,12.56
1739977632097,0.0,12.56
1739977632102,0.0,12.56
1739977632107,0.0,12.56
1739977632112,0.0,12.56
1739977632117,0.0,12.56
1739977632123,0.0,12.56
1739977632128,0.0,12.56
1739977632133,0.0,12.56
1739977632138,0.0,12.56
1739977632143,0.0,12.56
1739977632149,0.0,12.56
1739977632154,0.0,12.56
1739977632159,0.0,12.56
1739977632164,0.0,12.56
1739977632169,0.0,12.56
1739977632175,0.0,12.56
1739977632180,0.0,12.56
1739977632185,0.0,12.56
1739977632190,0.0,12.56
1739977632195,0.0,12.56
1739977632200,0.0,12.56
1739977632205,0.0,12.56
1739977632211,0.0,12.56
1739977632216,0.0,12.56
1739977632221,0.0,12.56
1739977632226,0.0,12.56
1739977632231,0.0,12.56
1739977632236,0.0,12.56
1739977632241,0.0,12.56
1739977632247,0.0,12.56
1739977632252,0.0,12.56
1739977632257,0.0,12.56
1739977632262,0.0,12.56
1739977632267,0.0,12.56
1739977632273,0.0,12.56
1739977632278,0.0,12.56
1739977632283,0.0,12.56
1739977632288,193.0,12.56
1739977632294,0.0,12.56
1739977632299,0.0,12.56
1739977632305,0.0,12.56
1739977632311,0.0,12.56
1739977632316,0.0,12.56
1739977632321,0.0,12.56
1739977632327,0.0,12.56
1739977632332,0.0,12.56
1739977632337,0.0,12.56
1739977632342,0.0,12.56
1739977632347,0.0,12.56
1739977632353,0.0,12.56
1739977632358,0.0,12.56
1739977632363,0.0,12.56
1739977632368,0.0,12.56
1739977632374,0.0,12.56
1739977632379,0.0,12.56
1739977632384,0.0,12.56
1739977632389,0.0,12.56
1739977632394,0.0,12.56
1739977632400,0.0,12.56
1739977632406,0.0,12.56
1739977632411,0.0,12.56
1739977632417,0.0,12.56
1739977632422,0.0,12.56
1739977632428,0.0,12.56
1739977632433,0.0,12.56
1739977632439,0.0,12.56
1739977632444,0.0,12.56
1739977632450,0.0,12.56
1739977632456,0.0,12.56
1739977632461,0.0,12.56
1739977632466,0.0,12.56
1739977632471,0.0,12.56
1739977632476,0.0,12.56
1739977632482,0.0,12.56
1739977632487,0.0,12.56
1739977632492,0.0,12.56
1739977632497,0.0,12.56
1739977632502,0.0,12.56
1739977632508,0.0,12.56
1739977632514,0.0,12.56
1739977632519,0.0,12.56
1739977632525,0.0,12.56
1739977632530,0.0,12.56
1739977632536,0.0,12.56
1739977632541,0.0,12.56
1739977632547,0.0,12.56
1739977632553,0.0,12.56
1739977632558,0.0,12.56
1739977632564,0.0,12.56
1739977632569,0.0,12.56
1739977632575,0.0,12.56
1739977632581,0.0,12.56
1739977632586,0.0,12.56
1739977632592,0.0,12.56
1739977632597,0.0,12.56
1739977632603,0.0,12.56
1739977632608,0.0,12.56
1739977632614,0.0,12.56
1739977632619,0.0,12.56
1739977632625,0.0,12.56
1739977632631,0.0,12.56
1739977632636,0.0,12.56
1739977632642,0.0,12.56
1739977632647,0.0,12.56
1739977632653,0.0,12.56
1739977632658,0.0,12.56
1739977632664,0.0,12.56
1739977632669,0.0,12.56
1739977632675,0.0,12.56
1739977632680,0.0,12.56
1739977632685,0.0,12.56
1739977632691,0.0,12.56
1739977632696,197.0,12.56
1739977632701,0.0,12.56
1739977632707,0.0,12.56
1739977632712,0.0,12.56
1739977632718,0.0,12.56
1739977632723,0.0,12.56
1739977632729,0.0,12.56
1739977632734,0.0,12.56
1739977632740,0.0,12.56
1739977632745,0.0,12.56
1739977632751,0.0,12.56
1739977632756,0.0,12.56
1739977632761,0.0,12.56
1739977632767,0.0,12.56
1739977632772,0.0,12.56
1739977632778,0.0,12.56
1739977632783,0.0,12.56
1739977632788,0.0,12.56
1739977632794,0.0,12.56
1739977632799,0.0,12.56
1739977632804,0.0,12.56
1739977632810,0.0,12.56
1739977632815,0.0,12.56
1739977632821,0.0,12.56
1739977632827,0.0,12.56
1739977632832,0.0,12.56
1739977632838,0.0,12.56
1739977632843,0.0,12.56
