Min Memory (MB),Max Memory (MB),Average Memory (MB),Median Memory (MB),Standard Deviation (MB),Total Runtime (seconds)
4.152923583984375,16.413230895996094,9.230087241248402,9.0147705078125,2.170612465011549,42.992
