Min Memory (MB),Max Memory (MB),Average Memory (MB),Median Memory (MB),Standard Deviation (MB),Total Runtime (seconds)
1.374725341796875,3.6974029541015625,2.485689749729258,2.501873016357422,0.39156496605178365,8.249
