Min Memory (MB),Max Memory (MB),Average Memory (MB),Median Memory (MB),Standard Deviation (MB),Total Runtime (seconds)
1.3783721923828125,3.33758544921875,2.3966531439141914,2.4048995971679688,0.35604392928276285,6.36
