Min Memory (MB),Max Memory (MB),Average Memory (MB),Median Memory (MB),Standard Deviation (MB),Total Runtime (seconds)
1.3992767333984375,10.734123229980469,3.920202670435499,3.757232666015625,1.4838520923049816,97.29
