average_delay,median_delay,max_delay,min_delay,percentile_1,percentile_5,percentile_10,percentile_99,total_events
1.0598786003041647,1.0369549999999998,14.610641,0.419568,0.5156779,0.5813031,0.626372,4.690102230397169,42740
