Min Memory (MB),Max Memory (MB),Average Memory (MB),Median Memory (MB),Standard Deviation (MB),Total Runtime (seconds)
4.4432220458984375,68.97822570800781,21.3142177127274,20.40646743774414,10.544736863502303,242.201
