average_delay,median_delay,max_delay,min_delay,percentile_1,percentile_5,percentile_10,percentile_99,total_events
1.2934976384209935,1.125018,25.68224,0.615226,0.69219444,0.7312052,0.7621382,6.249362000594626,275287
