Min Memory (MB),Max Memory (MB),Average Memory (MB),Median Memory (MB),Standard Deviation (MB),Total Runtime (seconds)
1.3515167236328125,3.3144683837890625,2.3807642530983246,2.3956680297851562,0.360858467995205,6.36
