Min Memory (MB),Max Memory (MB),Average Memory (MB),Median Memory (MB),Standard Deviation (MB),Total Runtime (seconds)
1.3364334106445312,3.4427871704101562,2.3720483779907227,2.371349334716797,0.3774345141840763,6.55
