Min Memory (MB),Max Memory (MB),Average Memory (MB),Median Memory (MB),Standard Deviation (MB),Total Runtime (seconds)
2.6371307373046875,297.1520538330078,105.02073160215983,97.77615356445312,63.36869316020182,455.89
