Min Memory (MB),Max Memory (MB),Average Memory (MB),Median Memory (MB),Standard Deviation (MB),Total Runtime (seconds)
2.5541229248046875,293.01236724853516,105.38134247956869,98.4329605102539,63.29090353359545,380.821
