Min Memory (MB),Max Memory (MB),Average Memory (MB),Median Memory (MB),Standard Deviation (MB),Total Runtime (seconds)
4.4694671630859375,70.16265869140625,21.513497941334716,20.566879272460938,10.818337816679803,193.84
