Metric,Value (ms)
first_quartile,22.00007438659668
median,31.999826431274414
third_quartile,39.999961853027344
mean,43.74944082317179
mode,32.99999237060547
all_modes,32.99999237060547;36.00001335144043;29.999971389770508;35.00008583068848;29.000043869018555;33.99991989135742;32.000064849853516;26.000022888183594;26.999950408935547;36.99994087219238;23.000001907348633;39.00003433227539;30.99989891052246;39.999961853027344;23.999929428100586;42.999982833862305;25.00009536743164;28.0001163482666;27.9998779296875;19.999980926513672;31.000137329101562;42.00005531311035;22.00007438659668;34.999847412109375;38.00010681152344;46.000003814697266;34.00015830993652;20.999908447265625;19.00005340576172;37.999868392944336;40.9998893737793;41.0001277923584;9.999990463256836;43.99991035461426;13.000011444091797;16.000032424926758;3.000020980834961;31.999826431274414;45.00007629394531;24.99985694885254;16.99995994567871;3.999948501586914;6.999969482421875;9.000062942504883;46.99993133544922;6.000041961669922;49.00002479553223;13.99993896484375;10.999917984008789;17.999887466430664;12.000083923339844;37.000179290771484;0.9999275207519531;2.000093460083008;21.000146865844727;48.00009727478027;24.000167846679688;18.000125885009766;21.999835968017578;44.00014877319336;15.000104904174805;5.000114440917969;7.999897003173828;28.999805450439453;27.00018882751465;49.99995231628418;4.999876022338867;44.99983787536621;8.00013542175293;14.999866485595703;41.99981689453125;47.99985885620117;30.00020980834961;1.9998550415039062;18.999814987182617;52.00004577636719;11.00015640258789;38.99979591369629;11.999845504760742;14.000177383422852;50.99987983703613;47.00016975402832;51.000118255615234;40.000200271606445;8.999824523925781;25.999784469604492;52.99997329711914;1.0001659393310547;4.000186920166016;35.99977493286133;50.00019073486328;5.99980354309082;62.00003623962402;55.9999942779541;69.0000057220459;17.000198364257812;62.99996376037598;59.999942779541016;56.999921798706055;65.00005722045898;58.00008773803711;59.00001525878906;43.000221252441406;65.99998474121094;55.00006675720215;15.999794006347656;7.000207901000977;33.00023078918457;72.99995422363281;63.99989128112793;53.999900817871094;68.00007820129395;69.99993324279785;66.99991226196289;72.00002670288086;20.000219345092773;48.999786376953125;2.9997825622558594;61.00010871887207;57.000160217285156;64.00012969970703;60.99987030029297;60.00018119812012;74.00012016296387;51.999807357788086;75.00004768371582;54.000139236450195;57.99984931945801;12.999773025512695;54.99982833862305;67.00015068054199;73.99988174438477;75.99997520446777;71.0000991821289;78.99999618530273;78.00006866455078;64.99981880187988;53.00021171569824;76.99990272521973;70.9998607635498;82.99994468688965;10.000228881835938;85.00003814697266;67.99983978271484;79.99992370605469;82.0000171661377;81.00008964538574;88.99998664855957;77.99983024597168;77.00014114379883;85.99996566772461;92.99993515014648;70.00017166137695;61.99979782104492;73.00019264221191;105.00001907348633;80.00016212463379;348.00004959106445;92.00000762939453;88.00005912780762;86.99989318847656;351.99999809265137;233.0000400543213;83.9998722076416;177.99997329711914;214.99991416931152;45.999765396118164;394.9999809265137;411.9999408721924;63.00020217895508;361.00006103515625;58.99977684020996;102.99992561340332;210.9999656677246;500.0;259.99999046325684;289.0000343322754;96.9998836517334;477.9999256134033;131.00004196166992;325.0000476837158;476.99999809265137;292.9999828338623;319.0000057220459;332.99994468688965;80.99985122680664;414.0000343322754;109.9998950958252;349.99990463256836;236.9999885559082;167.9999828338623;388.99993896484375;263.99993896484375;213.99998664855957;381.0000419616699;303.9999008178711;371.0000514984131;440.000057220459;233.99996757507324;125.99992752075195;250.0;493.0000305175781;174.99995231628418;279.00004386901855;123.0001449584961;138.0000114440918;450.9999752044678;302.0000457763672;572.9999542236328;95.00002861022949;480.9999465942383;485.0001335144043;171.99993133544922;269.0000534057617;135.9999179840088;112.99991607666016;312.999963760376;128.9999485015869;131.99996948242188;495.00012397766113;299.0000247955322;361.9999885559082;286.9999408721924;115.00000953674316;22.99976348876953;331.00008964538574;194.0000057220459;200.00004768371582;89.99991416931152;509.99999046325684;384.99999046325684;108.99996757507324;98.00004959106445;338.0000591278076;84.0001106262207;464.9999141693115;240.99993705749512;118.00003051757812;197.00002670288086;395.9999084472656;179.99982833862305;74.99980926513672;106.00018501281738;164.0000343322754;455.99985122680664;138.99993896484375;173.00009727478027;91.00008010864258;84.99979972839355;513.9999389648438;93.99986267089844;444.99993324279785;391.9999599456787;490.9999370574951;329.9999237060547;493.9999580383301;98.9999771118164;408.9999198913574;266.9999599456787;154.9999713897705;157.99999237060547;407.0000648498535;358.0000400543213;66.00022315979004;293.99991035461426;127.00009346008301;348.9999771118164;404.9999713897705;144.99998092651367;368.0000305175781;485.99982261657715;95.99995613098145;342.9999351501465;368.9999580383301;174.00002479553223;266.00003242492676;555.9999942779541;339.9999141693115;399.0001678466797;400.00009536743164;180.9999942779541;197.9999542236328;105.99994659423828;184.00001525878906;312.000036239624;151.0000228881836;210.00003814697266;484.9998950958252;533.9999198913574;354.0000915527344;434.999942779541;111.9999885559082;128.00002098083496;305.00006675720215;522.0000743865967;365.9999370574951;516.0000324249268;259.0000629425049;110.0001335144043;245.00012397766113;170.0000762939453;263.0000114440918;479.0000915527344;366.99986457824707;453.0000686645508;405.99989891052246;168.99991035461426;145.99990844726562;206.00008964538574;378.00002098083496;489.0000820159912;337.9998207092285;404.00004386901855;139.00017738342285;457.99994468688965;146.00014686584473;503.00002098083496;539.0000343322754;358.99996757507324;299.9999523162842;467.00000762939453;230.00001907348633;256.0000419616699;350.00014305114746;604.0000915527344;321.0000991821289;562.000036239624;500.99992752075195;240.00000953674316;217.99993515014648;296.00000381469727;220.99995613098145;76.00021362304688;194.99993324279785;471.9998836517334;202.00014114379883;345.0000286102295;430.9999942779541;226.99999809265137;277.9998779296875;292.00005531311035;121.00005149841309;398.00000190734863;448.99988174438477;450.0000476837158;377.000093460083;159.99984741210938;114.00008201599121;549.0000247955322;506.0000419616699;497.999906539917;452.0001411437988;518.0001258850098;468.0001735687256;681.999921798706;429.0001392364502;246.0000514984131;148.00000190734863;144.00005340576172;418.99991035461426;419.9998378753662;161.00001335144043;460.00003814697266;249.00007247924805;446.0000991821289;424.0000247955322;401.99995040893555;433.0000877380371;416.0001277923584;101.00007057189941;308.0000877380371;223.00004959106445;453.99999618530273;396.0001468658447;417.9999828338623;198.99988174438477;267.99988746643066;371.99997901916504;328.0000686645508;605.0000190734863;132.99989700317383;393.00012588500977;221.9998836517334;344.00010108947754;552.9999732971191;468.99986267089844;396.9998359680176;305.9999942779541;412.0001792907715;104.00009155273438;519.9999809265137;447.00002670288086;437.000036239624;297.9998588562012;458.00018310546875;383.9998245239258;398.9999294281006;424.9999523162842;496.99997901916504;391.00003242492676;451.9999027252197;134.00006294250488;439.9998188018799;352.9999256134033;187.00003623962402;94.00010108947754;235.0001335144043;410.0000858306885;226.0000705718994;301.00011825561523;315.99998474121094;239.0000820159912;169.00014877319336;200.99997520446777;195.9998607635498;203.99999618530273;195.00017166137695;115.99993705749512;463.0000591278076;190.00005722045898;167.00005531311035;310.99987030029297;141.00003242492676;317.000150680542;571.0000991821289;120.00012397766113;402.9998779296875;136.0001564025879;300.99987983703613;71.99978828430176;421.9999313354492;471.00019454956055;486.00006103515625;90.99984169006348;498.0001449584961;160.00008583068848;462.00013160705566;143.00012588500977;273.00000190734863;198.0001926422119;137.00008392333984;470.99995613098145;187.99996376037598;276.99995040893555;322.9999542236328;265.0001049041748;407.99999237060547;365.00000953674316;593.0001735687256;514.9998664855957;89.00022506713867;241.99986457824707;335.00003814697266;267.0001983642578;215.99984169006348;504.99987602233887;111.00006103515625;512.0000839233398;470.0000286102295;505.00011444091797;490.00000953674316;380.00011444091797;454.9999237060547;304.0001392364502;207.0000171661377;376.9998550415039;335.9999656677246;557.999849319458;355.0000190734863;445.9998607635498;532.9999923706055;162.99986839294434;531.0001373291016;110.99982261657715;243.99995803833008;480.0000190734863;154.00004386901855;360.0001335144043;591.0000801086426;615.0000095367432;142.0001983642578;253.9999485015869;121.99997901916504;478.9998531341553;447.9999542236328;373.99983406066895;486.9999885559082;381.9999694824219;598.9999771118164;534.9998474121094;302.99997329711914;282.0000648498535;505.9998035430908;435.0001811981201;184.99994277954102;483.99996757507324;279.9999713897705;582.0000171661377;148.9999294281006;460.9999656677246;261.99984550476074;225.00014305114746;256.9999694824219;133.99982452392578;481.99987411499023;506.9999694824219;158.00023078918457;536.9999408721924;415.9998893737793;116.99986457824707;152.9998779296875;295.0000762939453;318.00007820129395;126.00016593933105;315.000057220459;280.99989891052246;569.0000057220459;153.0001163482666;205.0001621246338;244.99988555908203;149.99985694885254;359.9998950958252;545.0000762939453;123.99983406066895;247.999906539917;96.00019454956055;255.00011444091797;139.9998664855957;213.00005912780762;397.0000743865967;369.99988555908203;166.0001277923584;149.0001678466797;223.9999771118164;205.99985122680664;531.9998264312744;155.99989891052246;379.000186920166;238.00015449523926;101.99999809265137;507.9998970031738;204.9999237060547;562.999963760376;97.0001220703125;211.99989318847656;207.99994468688965;87.00013160705566;218.99986267089844;321.99978828430176;100.00014305114746;651.0000228881836;345.99995613098145;411.00001335144043;129.00018692016602;271.9998359680176;156.00013732910156;99.99990463256836;544.0001487731934;443.00007820129395;186.99979782104492;625.0;158.99991989135742;414.99996185302734;496.0000514984131;319.99993324279785;542.9999828338623;201.99990272521973;388.0000114440918;189.99981880187988;181.99992179870605;472.99981117248535;151.99995040893555;163.00010681152344;559.999942779541;517.9998874664307;119.99988555908203;575.9999752044678;382.9998970031738;316.9999122619629;367.0001029968262;251.00016593933105;208.9998722076416;218.0001735687256;523.0000019073486;285.0000858306885;474.99990463256836;491.99986457824707;253.00002098083496;290.00020027160645;118.99995803833008;383.00013542175293;177.0000457763672;220.0000286102295;217.00000762939453;224.99990463256836;384.0000629425049;483.0000400543213;288.00010681152344;469.00010108947754;467.9999351501465;363.00015449523926;561.0001087188721;211.0002040863037;521.9998359680176;438.99989128112793;83.00018310546875;134.99999046325684;427.99997329711914;190.99998474121094;296.9999313354492;309.00001525878906;363.9998435974121;230.99994659423828;430.00006675720215;529.9999713897705;401.0000228881836;393.9998149871826;526.0000228881836;164.99996185302734;463.99998664855957;159.00015830993652;108.00004005432129;576.0002136230469;499.00007247924805;525.0000953674316;476.0000705718994;289.99996185302734;526.9999504089355;157.00006484985352;297.0001697540283;238.9998435974121;243.00003051757812;286.00001335144043;472.0001220703125;172.00016975402832;502.000093460083;125.0;186.00010871887207;248.0001449584961;215.00015258789062;225.9998321533203;375.99992752075195;93.00017356872559;586.9998931884766;437.999963760376;572.0000267028809;323.99988174438477;334.99979972839355;392.99988746643066;192.99983978271484;560.999870300293;666.0001277923584;624.000072479248;124.00007247924805;516.9999599456787;469.9997901916504;577.9998302459717;540.9998893737793;514.0001773834229;212.00013160705566;621.999979019165;203.00006866455078;255.99980354309082;465.9998416900635;543.9999103546143;517.0001983642578;717.9999351501465;372.999906539917;640.0001049041748;434.00001525878906;178.00021171569824;392.0001983642578;281.9998264312744;449.00012016296387;264.00017738342285;459.0001106262207;385.9999179840088;130.00011444091797;370.00012397766113;241.00017547607422;346.9998836517334;461.99989318847656;337.00013160705566;495.999813079834;553.9999008178711;535.0000858306885;544.9998378753662;425.99987983703613;515.0001049041748;422.0001697540283;442.99983978271484;330.99985122680664;511.0001564025879;423.0000972747803;183.0000877380371;247.00021743774414;304.99982833862305;216.00008010864258;574.9998092651367;340.0001525878906;219.00010108947754;707.0000171661377;610.9998226165771;237.99991607666016;508.9998245239258;294.00014877319336;136.99984550476074;94.99979019165039;548.0000972747803;307.00016021728516;209.99979972839355;508.00013542175293;117.00010299682617;451.0002136230469;539.9999618530273;287.99986839294434;563.9998912811279;503.9999485015869;406.9998264312744;647.0000743865967;236.00006103515625;120.99981307983398;532.0000648498535;536.0000133514404;129.99987602233887;193.00007820129395;399.99985694885254;570.9998607635498;103.99985313415527;585.9999656677246;251.9998550415039;457.0000171661377;180.00006675720215;306.99992179870605;413.00010681152344;325.9999752044678;56.0002326965332;343.99986267089844;677.9999732971191;523.9999294281006;601.9999980926514;185.99987030029297;274.99985694885254;655.0002098083496;379.99987602233887;519.0000534057617;142.99988746643066;438.0002021789551;322.00002670288086;403.0001163482666;202.99983024597168;571.9997882843018;603.9998531341553;114.99977111816406;354.9997806549072;492.0001029968262;307.999849319458;573.9998817443848;170.99976539611816;631.0000419616699;176.00011825561523;232.9998016357422;285.9997749328613;250.99992752075195;334.0001106262207;521.0001468658447;608.0000400543213;555.0000667572021;478.0001640319824;487.99991607666016;428.9999008178711;229.00009155273438;332.0000171661377;229.99978065490723;107.00011253356934;664.0000343322754;179.0001392364502;426.00011825561523;582.9999446868896;258.9998245239258;161.99994087219238;273.9999294281006;602.9999256134033;272.0000743865967;420.0000762939453;178.9999008178711;191.00022315979004;268.00012588500977;515.9997940063477;557.0001602172852;234.00020599365234;422.9998588562012;390.0001049041748;440.99998474121094;529.0000438690186;288.9997959136963;333.9998722076416;601.0000705718994;212.99982070922852;617.999792098999;445.00017166137695;270.9999084472656;355.9999465942383;175.99987983703613;596.9998836517334;300.0001907348633;386.99984550476074;473.9999771118164;373.0001449584961;574.0001201629639;509.0000629425049;538.0001068115234;700.9999752044678;570.000171661377;528.0001163482666;530.0002098083496;513.0000114440918;153.99980545043945;595.9999561309814;408.00023078918457;276.0000228881836;648.9999294281006;328.99999618530273;298.0000972747803;150.00009536743164;432.999849319458;583.0001831054688;242.99979209899902;389.9998664855957;615.9999370574951;482.00011253356934;456.00008964538574;412.99986839294434;242.00010299682617;196.99978828430176;473.00004959106445;421.00000381469727;525.9997844696045;147.00007438659668;357.00011253356934;257.000207901001;324.9998092651367;196.0000991821289;68.9997673034668;330.0001621246338;356.99987411499023;607.0001125335693;314.00012969970703;262.9997730255127;549.9999523162842;530.9998989105225;313.99989128112793;100.99983215332031;166.99981689453125;171.00000381469727;569.9999332427979;284.9998474121094;260.9999179840088;182.999849319458;245.99981307983398;534.0001583099365;406.00013732910156;415.00020027160645;583.9998722076416;611.0000610351562;540.0002002716064;432.00016021728516;588.9999866485596;291.99981689453125;274.0001678466797;106.99987411499023;87.99982070922852;501.9998550415039;116.00017547607422;122.00021743774414;351.0000705718994;592.0000076293945;350.9998321533203;524.9998569488525;235.99982261657715;221.00019454956055;743.9999580383301;324.00012016296387;699.9998092651367;386.0001564025879;122.99990653991699;439.00012969970703;380.9998035430908;431.99992179870605;113.00015449523926;278.0001163482666;542.0000553131104;377.99978256225586;252.000093460083;378.9999485015869;518.9998149871826;262.00008392333984;293.0002212524414;310.0001811981201;554.0001392364502;605.9999465942383;370.999813079834;338.99998664855957;133.00013542175293;559.0000152587891;679.999828338623;599.9999046325684;538.9997959136963;581.0000896453857;182.00016021728516;667.0000553131104;441.9999122619629;227.99992561340332;494.99988555908203;567.9998397827148;254.99987602233887;341.0000801086426;135.00022888183594;658.9999198913574;427.0000457763672;199.00012016296387;175.00019073486328;90.00015258789062;466.0000801086426;228.99985313415527;188.00020217895508;353.9998531341553;409.0001583099365
std,70.52100843575958
min,0.9999275207519531
max,743.9999580383301
