Min Memory (MB),Max Memory (MB),Average Memory (MB),Median Memory (MB),Standard Deviation (MB),Total Runtime (seconds)
2.82623291015625,292.80284881591797,105.7778709462045,98.89945602416992,63.29616475218807,466.01
