average_delay,median_delay,max_delay,min_delay,percentile_1,percentile_5,percentile_10,percentile_99,total_events
1.021235994233255,0.9466384999999999,133.506371,0.441463,0.54987434,0.61175,0.6578369000000001,8.884676001879756,711840
