Min Memory (MB),Max Memory (MB),Average Memory (MB),Median Memory (MB),Standard Deviation (MB),Total Runtime (seconds)
2.275146484375,296.28121185302734,105.50808199911872,98.3870620727539,63.25614063629745,384.84
