Min Memory (MB),Max Memory (MB),Average Memory (MB),Median Memory (MB),Standard Deviation (MB),Total Runtime (seconds)
1.38385009765625,3.7307815551757812,2.4416308142776555,2.4506683349609375,0.4164368646015196,11.9
