average_delay,median_delay,max_delay,min_delay,percentile_1,percentile_5,percentile_10,percentile_99,total_events
1.0230541986596164,0.8660985,3.346948,0.397007,0.49638826999999996,0.57997705,0.6290461,3.1300224587997634,16264
