Min Memory (MB),Max Memory (MB),Average Memory (MB),Median Memory (MB),Standard Deviation (MB),Total Runtime (seconds)
1.4278793334960938,3.412384033203125,2.3440197657308994,2.3236618041992188,0.37297560319733475,17.05
