Min Memory (MB),Max Memory (MB),Average Memory (MB),Median Memory (MB),Standard Deviation (MB),Total Runtime (seconds)
4.4209136962890625,70.52473449707031,21.515046105520423,20.53079605102539,10.6459660965054,203.25
