average_delay,median_delay,max_delay,min_delay,percentile_1,percentile_5,percentile_10,percentile_99,total_events
0.9121379188348152,0.9011585,4.044039,0.3237,0.42722327,0.4864032,0.5272169,2.693875553296524,42740
