average_delay,median_delay,max_delay,min_delay,percentile_1,percentile_5,percentile_10,percentile_99,total_events
0.7992196996445833,0.730262,20.39183,0.337929,0.44003277999999996,0.4846909,0.5139049,6.493315268099795,711840
