Min Memory (MB),Max Memory (MB),Average Memory (MB),Median Memory (MB),Standard Deviation (MB),Total Runtime (seconds)
2.5696334838867188,293.6493835449219,105.74393438855071,98.61669921875,63.51467467344664,358.84
