Min Memory (MB),Max Memory (MB),Average Memory (MB),Median Memory (MB),Standard Deviation (MB),Total Runtime (seconds)
1.4839859008789062,70.22590637207031,23.63213571048414,20.982975006103516,15.329021498952638,187.35
