Min Memory (MB),Max Memory (MB),Average Memory (MB),Median Memory (MB),Standard Deviation (MB),Total Runtime (seconds)
1.9826126098632812,6.646690368652344,3.856390810838771,3.7589111328125,0.8455250277668495,23.66
