average_delay,median_delay,max_delay,min_delay,percentile_1,percentile_5,percentile_10,percentile_99,total_events
0.8998253276321946,0.8981565,2.111011,0.30686,0.40578874,0.4641465,0.5059165,1.7465881605999136,42740
