Min Memory (MB),Max Memory (MB),Average Memory (MB),Median Memory (MB),Standard Deviation (MB),Total Runtime (seconds)
2.0205612182617188,6.704498291015625,3.9117702217259036,3.7918739318847656,0.8421593199407306,24.29
