average_delay,median_delay,max_delay,min_delay,percentile_1,percentile_5,percentile_10,percentile_99,total_events
0.7565508493605508,0.629707,2.757282,0.354434,0.42767608,0.4716374,0.49616960000000004,2.5031013627997907,16264
