Min Memory (MB),Max Memory (MB),Average Memory (MB),Median Memory (MB),Standard Deviation (MB),Total Runtime (seconds)
2.4750289916992188,22.685447692871094,9.544099729413066,9.373687744140625,3.9828222600082612,27.031
